Кластер 1;Кластер 2;Кластер 3;Кластер 4;;;;;
2010;;1329;;;;;;
1544;;1153;;;;;;
1589;;1409;;;;;;
887;;9089;;;;;;
739;;1698;;;;;;
4630;;1079;;;;;;
414;;1698;;;;;;
884;;1948;;;;;;
491;;848;;;;;;
1749;;2109;;;;;;
2712;;1302;;;;;;
2593;;3699;;;;;;
1800;;1198;;;;;;
1479;;1266;;;;;;
1243;;589;;;;;;
1154;;969;;;;;;
3248;;1582;;;;;;
2636;;2119;;;;;;
2894;;1588;;;;;;
1045;;1844;;;;;;
3698;;797;;;;;;
1024;;462;;;;;;
1807;;678;;;;;;
1748;;638;;;;;;
2582;;2006;;;;;;
1658;;649;;;;;;
1171;;557;;;;;;
1828;;1986;;;;;;
1417;;3852;;;;;;
1960;;1089;;;;;;
3079;;648;;;;;;
4245;;1045;;;;;;
1313;;1521;;;;;;
2740;;929;;;;;;
2001;;670;;;;;;
1340;;3912;;;;;;
1663;;638;;;;;;
3256;;765;;;;;;
1098;;479;;;;;;
2529;;991;;;;;;
4474;;2048;;;;;;
3731;;3707;;;;;;
1508;;1008;;;;;;
1017;;3548;;;;;;
2661;;1003;;;;;;
2326;;5599;;;;;;
2027;;728;;;;;;
3531;;2935;;;;;;
1735;;1236;;;;;;
2719;;1169;;;;;;
2047;;1322;;;;;;
701;;4113;;;;;;
1048;;1618;;;;;;
1348;;2528;;;;;;
2087;;1550;;;;;;
2510;;1090;;;;;;
7648;;394;;;;;;
1094;;713;;;;;;
1424;;1433;;;;;;
1409;;1938;;;;;;
1499;;2547;;;;;;
4328;;699;;;;;;
2862;;3804;;;;;;
1055;;2177;;;;;;
2636;;1097;;;;;;
2530;;1745;;;;;;
2232;;631;;;;;;
1879;;3037;;;;;;
3100;;1627;;;;;;
1098;;618;;;;;;
1973;;1669;;;;;;
1933;;2769;;;;;;
1447;;1568;;;;;;
859;;1000;;;;;;
3582;;1825;;;;;;
1555;;2350;;;;;;
2308;;4626;;;;;;
1343;;2528;;;;;;
2100;;2409;;;;;;
1116;;1220;;;;;;
2465;;5035;;;;;;
3005;;4688;;;;;;
3408;;2108;;;;;;
586;;6819;;;;;;
478;;728;;;;;;
3427;;1278;;;;;;
1924;;2218;;;;;;
4108;;1353;;;;;;
603;;1758;;;;;;
7537;;648;;;;;;
1693;;2448;;;;;;
2689;;3344;;;;;;
8804;;3035;;;;;;
1138;;2035;;;;;;
1046;;4530;;;;;;
1431;;479;;;;;;
559;;5976;;;;;;
1176;;2029;;;;;;
1087;;391;;;;;;
1752;;801;;;;;;
1810;;3888;;;;;;
1848;;1605;;;;;;
1316;;6803;;;;;;
1670;;5898;;;;;;
940;;498;;;;;;
559;;1089;;;;;;
2572;;998;;;;;;
1285;;744;;;;;;
5710;;1191;;;;;;
4837;;1362;;;;;;
125;;978;;;;;;
1499;;1058;;;;;;
2626;;2108;;;;;;
3196;;2499;;;;;;
1048;;1829;;;;;;
2969;;2021;;;;;;
4222;;1306;;;;;;
5034;;3008;;;;;;
2358;;989;;;;;;
2139;;2328;;;;;;
2954;;3000;;;;;;
1299;;352;;;;;;
1333;;3538;;;;;;
6399;;2511;;;;;;
1667;;613;;;;;;
2591;;1931;;;;;;
4885;;2502;;;;;;
2319;;1444;;;;;;
2764;;1811;;;;;;
2976;;770;;;;;;
1127;;1296;;;;;;
584;;4049;;;;;;
2164;;759;;;;;;
1124;;4799;;;;;;
1454;;2658;;;;;;
2116;;908;;;;;;
3826;;1946;;;;;;
1615;;1360;;;;;;
2510;;2499;;;;;;
2185;;4599;;;;;;
3567;;1269;;;;;;
1804;;226;;;;;;
1472;;2548;;;;;;
6391;;689;;;;;;
4045;;1932;;;;;;
1612;;1531;;;;;;
3200;;1259;;;;;;
1237;;4658;;;;;;
1748;;1435;;;;;;
749;;3199;;;;;;
1260;;2048;;;;;;
1038;;840;;;;;;
1499;;4583;;;;;;
4327;;998;;;;;;
3049;;3521;;;;;;
7028;;1787;;;;;;
2292;;3149;;;;;;
882;;1308;;;;;;
3339;;1239;;;;;;
3233;;2209;;;;;;
2027;;2452;;;;;;
1722;;954;;;;;;
1648;;6119;;;;;;
4687;;1917;;;;;;
1748;;2038;;;;;;
1048;;2151;;;;;;
986;;3802;;;;;;
1349;;1439;;;;;;
5548;;1607;;;;;;
8797;;1445;;;;;;
2227;;2669;;;;;;
1654;;818;;;;;;
1106;;2234;;;;;;
1692;;748;;;;;;
5239;;1448;;;;;;
1927;;2329;;;;;;
2039;;2491;;;;;;
2027;;1107;;;;;;
1790;;1252;;;;;;
1445;;398;;;;;;
1510;;2725;;;;;;
1148;;2138;;;;;;
623;;2672;;;;;;
2047;;1428;;;;;;
4839;;1588;;;;;;
10262;;536;;;;;;
1139;;970;;;;;;
1361;;387;;;;;;
958;;1898;;;;;;
5495;;1536;;;;;;
3046;;1349;;;;;;
2338;;1788;;;;;;
350;;1083;;;;;;
2379;;7705;;;;;;
1189;;779;;;;;;
1398;;13009;;;;;;
2199;;1550;;;;;;
4527;;2298;;;;;;
4280;;696;;;;;;
708;;5698;;;;;;
1137;;2927;;;;;;
10982;;7333;;;;;;
1864;;757;;;;;;
1532;;1539;;;;;;
2202;;1247;;;;;;
1149;;699;;;;;;
1392;;753;;;;;;
2870;;549;;;;;;
1730;;5249;;;;;;
1038;;1633;;;;;;
2119;;2349;;;;;;
2361;;1210;;;;;;
3580;;6759;;;;;;
1863;;818;;;;;;
1606;;1914;;;;;;
1495;;939;;;;;;
1554;;2675;;;;;;
5399;;4678;;;;;;
2147;;1262;;;;;;
1300;;2094;;;;;;
1367;;2537;;;;;;
2258;;2981;;;;;;
747;;4586;;;;;;
348;;701;;;;;;
1748;;1748;;;;;;
3248;;1288;;;;;;
1071;;939;;;;;;
543;;6299;;;;;;
1499;;4587;;;;;;
2308;;2367;;;;;;
2909;;656;;;;;;
944;;5212;;;;;;
807;;718;;;;;;
329;;3832;;;;;;
385;;2389;;;;;;
2047;;698;;;;;;
975;;1385;;;;;;
2446;;1674;;;;;;
2907;;992;;;;;;
1178;;175;;;;;;
1647;;717;;;;;;
772;;2075;;;;;;
1809;;3929;;;;;;
2954;;1467;;;;;;
394;;3927;;;;;;
2128;;2056;;;;;;
2027;;1299;;;;;;
214;;643;;;;;;
2609;;10755;;;;;;
1578;;4089;;;;;;
2011;;2018;;;;;;
4055;;4397;;;;;;
2768;;667;;;;;;
1132;;569;;;;;;
194;;2616;;;;;;
1162;;549;;;;;;
1499;;1989;;;;;;
672;;3079;;;;;;
7754;;1498;;;;;;
3119;;261;;;;;;
1948;;504;;;;;;
219;;717;;;;;;
2646;;828;;;;;;
1293;;1349;;;;;;
1014;;1633;;;;;;
679;;2478;;;;;;
2599;;1498;;;;;;
574;;1178;;;;;;
1618;;515;;;;;;
3425;;433;;;;;;
484;;2087;;;;;;
1459;;3468;;;;;;
394;;1679;;;;;;
1698;;1357;;;;;;
1261;;979;;;;;;
1112;;4599;;;;;;
1894;;3228;;;;;;
3449;;3911;;;;;;
1605;;1531;;;;;;
3798;;743;;;;;;
2546;;1027;;;;;;
2478;;639;;;;;;
322;;169;;;;;;
1510;;4938;;;;;;
1001;;2258;;;;;;
916;;863;;;;;;
1548;;2240;;;;;;
1097;;2609;;;;;;
2047;;2598;;;;;;
1376;;4468;;;;;;
287;;3953;;;;;;
1399;;4736;;;;;;
2197;;6833;;;;;;
2451;;435;;;;;;
7249;;1008;;;;;;
4455;;938;;;;;;
1374;;1385;;;;;;
1548;;962;;;;;;
1139;;1552;;;;;;
1411;;1208;;;;;;
2337;;2049;;;;;;
338;;1495;;;;;;
179;;1002;;;;;;
6963;;757;;;;;;
1648;;1239;;;;;;
2449;;286;;;;;;
955;;942;;;;;;
1919;;1630;;;;;;
1566;;5664;;;;;;
2305;;340;;;;;;
1107;;871;;;;;;
1145;;1713;;;;;;
3158;;2618;;;;;;
1748;;3697;;;;;;
2200;;1498;;;;;;
880;;1439;;;;;;
192;;1098;;;;;;
1760;;2155;;;;;;
870;;1086;;;;;;
1256;;2209;;;;;;
333;;1217;;;;;;
2636;;1707;;;;;;
1048;;1498;;;;;;
1061;;558;;;;;;
2436;;2698;;;;;;
3142;;1038;;;;;;
3386;;1568;;;;;;
2736;;1639;;;;;;
6608;;2798;;;;;;
2492;;579;;;;;;
1110;;897;;;;;;
4524;;1409;;;;;;
784;;678;;;;;;
5062;;1237;;;;;;
1288;;7118;;;;;;
2280;;509;;;;;;
3003;;1311;;;;;;
3196;;2534;;;;;;
5334;;6698;;;;;;
1879;;2298;;;;;;
1743;;808;;;;;;
1374;;2119;;;;;;
1848;;1353;;;;;;
1948;;513;;;;;;
2047;;533;;;;;;
2812;;1328;;;;;;
1048;;1478;;;;;;
592;;19480;;;;;;
4853;;3038;;;;;;
1039;;839;;;;;;
264;;9085;;;;;;
1879;;1999;;;;;;
880;;1669;;;;;;
1088;;4408;;;;;;
1209;;3736;;;;;;
1260;;405;;;;;;
3006;;6174;;;;;;
1452;;6200;;;;;;
1499;;2872;;;;;;
2550;;1143;;;;;;
2401;;747;;;;;;
1098;;4799;;;;;;
1349;;6892;;;;;;
4156;;2810;;;;;;
4751;;418;;;;;;
3099;;1059;;;;;;
3276;;1062;;;;;;
1518;;529;;;;;;
2661;;1199;;;;;;
3298;;886;;;;;;
4245;;3644;;;;;;
1527;;1983;;;;;;
2147;;1365;;;;;;
1683;;5317;;;;;;
3700;;2817;;;;;;
1729;;893;;;;;;
1273;;1498;;;;;;
1098;;1635;;;;;;
713;;322;;;;;;
1499;;6118;;;;;;
3125;;1740;;;;;;
2348;;2592;;;;;;
10453;;1742;;;;;;
935;;2299;;;;;;
1411;;4615;;;;;;
1375;;5554;;;;;;
2949;;2998;;;;;;
908;;617;;;;;;
1802;;1099;;;;;;
1929;;1330;;;;;;
718;;978;;;;;;
1442;;1868;;;;;;
2232;;1384;;;;;;
1017;;3784;;;;;;
1897;;2978;;;;;;
1125;;1221;;;;;;
7125;;1165;;;;;;
2055;;5132;;;;;;
2163;;3429;;;;;;
10804;;1688;;;;;;
2946;;2535;;;;;;
2818;;1079;;;;;;
842;;3787;;;;;;
3149;;671;;;;;;
2748;;1052;;;;;;
7103;;1958;;;;;;
3094;;4382;;;;;;
1775;;1929;;;;;;
3333;;823;;;;;;
837;;5478;;;;;;
2256;;2240;;;;;;
1858;;1375;;;;;;
1460;;768;;;;;;
1549;;497;;;;;;
1051;;798;;;;;;
3651;;2934;;;;;;
1148;;5498;;;;;;
3357;;1768;;;;;;
4596;;1009;;;;;;
1599;;1032;;;;;;
966;;428;;;;;;
1462;;1958;;;;;;
3447;;1174;;;;;;
1198;;268;;;;;;
2077;;1314;;;;;;
449;;1248;;;;;;
4649;;3078;;;;;;
3565;;4548;;;;;;
2941;;1504;;;;;;
3226;;1747;;;;;;
1449;;2208;;;;;;
5867;;4359;;;;;;
2172;;1054;;;;;;
2095;;6056;;;;;;
1289;;715;;;;;;
3246;;1559;;;;;;
818;;979;;;;;;
3116;;1467;;;;;;
1496;;2207;;;;;;
1520;;548;;;;;;
1267;;1841;;;;;;
899;;3779;;;;;;
2080;;11098;;;;;;
7021;;1054;;;;;;
4735;;4298;;;;;;
1278;;1149;;;;;;
6094;;1576;;;;;;
1137;;1038;;;;;;
2195;;1491;;;;;;
1726;;531;;;;;;
2019;;5296;;;;;;
2180;;9998;;;;;;
1599;;1944;;;;;;
3761;;5029;;;;;;
6605;;1083;;;;;;
2833;;459;;;;;;
1598;;903;;;;;;
1599;;5018;;;;;;
3895;;3928;;;;;;
3945;;1868;;;;;;
1088;;1177;;;;;;
4291;;2018;;;;;;
2023;;909;;;;;;
5718;;1026;;;;;;
4479;;3167;;;;;;
307;;1152;;;;;;
4263;;3008;;;;;;
4152;;2367;;;;;;
1946;;1407;;;;;;
3020;;3433;;;;;;
5792;;2098;;;;;;
1780;;2298;;;;;;
1848;;4467;;;;;;
1098;;2150;;;;;;
569;;654;;;;;;
699;;1478;;;;;;
6633;;3608;;;;;;
1035;;1597;;;;;;
889;;7178;;;;;;
4399;;753;;;;;;
819;;3263;;;;;;
873;;643;;;;;;
1098;;2478;;;;;;
1616;;1708;;;;;;
1378;;1218;;;;;;
1697;;1168;;;;;;
2897;;1627;;;;;;
3001;;898;;;;;;
2099;;641;;;;;;
561;;1179;;;;;;
3069;;796;;;;;;
1349;;1079;;;;;;
2415;;702;;;;;;
1608;;4789;;;;;;
3497;;1517;;;;;;
1343;;944;;;;;;
2416;;3922;;;;;;
818;;1148;;;;;;
1347;;1798;;;;;;
2999;;1632;;;;;;
1088;;1271;;;;;;
2077;;3388;;;;;;
4055;;1751;;;;;;
2918;;529;;;;;;
1148;;649;;;;;;
1198;;349;;;;;;
3037;;1098;;;;;;
3686;;2089;;;;;;
2628;;2848;;;;;;
979;;1600;;;;;;
2053;;2147;;;;;;
8077;;1984;;;;;;
1143;;1335;;;;;;
3084;;3438;;;;;;
728;;3438;;;;;;
633;;338;;;;;;
979;;398;;;;;;
1171;;1254;;;;;;
4496;;1498;;;;;;
3246;;2903;;;;;;
4429;;688;;;;;;
1631;;380;;;;;;
2552;;10798;;;;;;
2809;;738;;;;;;
3072;;989;;;;;;
2007;;1952;;;;;;
14446;;2179;;;;;;
1354;;1665;;;;;;
6066;;3098;;;;;;
11442;;514;;;;;;
2050;;924;;;;;;
3693;;2478;;;;;;
1437;;3527;;;;;;
5416;;3529;;;;;;
7030;;529;;;;;;
855;;2478;;;;;;
456;;624;;;;;;
1696;;791;;;;;;
3026;;1365;;;;;;
5636;;628;;;;;;
2181;;1884;;;;;;
3413;;1146;;;;;;
1549;;4237;;;;;;
1081;;298;;;;;;
8759;;1822;;;;;;
3418;;504;;;;;;
4477;;943;;;;;;
840;;1088;;;;;;
1302;;3099;;;;;;
1634;;1084;;;;;;
3021;;3005;;;;;;
2469;;941;;;;;;
2547;;3258;;;;;;
3086;;668;;;;;;
2097;;719;;;;;;
2197;;943;;;;;;
2254;;1008;;;;;;
2599;;418;;;;;;
4159;;1113;;;;;;
984;;1761;;;;;;
4896;;1018;;;;;;
524;;2846;;;;;;
2335;;685;;;;;;
2291;;398;;;;;;
798;;1102;;;;;;
2009;;1237;;;;;;
1191;;1918;;;;;;
2396;;2639;;;;;;
2324;;1218;;;;;;
989;;4182;;;;;;
1924;;2072;;;;;;
2097;;2480;;;;;;
2156;;1118;;;;;;
2779;;4308;;;;;;
1374;;2547;;;;;;
2430;;1250;;;;;;
4964;;2221;;;;;;
3414;;2179;;;;;;
2336;;441;;;;;;
2465;;779;;;;;;
954;;359;;;;;;
2354;;956;;;;;;
3356;;1017;;;;;;
231;;1939;;;;;;
1148;;1289;;;;;;
1339;;1038;;;;;;
1945;;515;;;;;;
1373;;2080;;;;;;
3034;;1835;;;;;;
1089;;1706;;;;;;
1389;;1109;;;;;;
4256;;1701;;;;;;
2096;;2961;;;;;;
1148;;1337;;;;;;
3395;;699;;;;;;
4587;;2688;;;;;;
2676;;3066;;;;;;
1859;;863;;;;;;
2647;;1626;;;;;;
1598;;2298;;;;;;
3557;;805;;;;;;
2467;;988;;;;;;
347;;1438;;;;;;
1549;;948;;;;;;
22154;;1826;;;;;;
4152;;5479;;;;;;
1148;;281;;;;;;
3551;;2299;;;;;;
1437;;868;;;;;;
1230;;839;;;;;;
361;;6689;;;;;;
4734;;2669;;;;;;
2197;;5749;;;;;;
1098;;1086;;;;;;
5812;;602;;;;;;
2471;;798;;;;;;
1204;;1759;;;;;;
1357;;782;;;;;;
1148;;680;;;;;;
2198;;977;;;;;;
1537;;922;;;;;;
3180;;2398;;;;;;
2007;;1279;;;;;;
1321;;3783;;;;;;
4485;;1639;;;;;;
10826;;1176;;;;;;
4174;;1698;;;;;;
8859;;2198;;;;;;
1972;;5268;;;;;;
1798;;1318;;;;;;
4974;;608;;;;;;
2120;;10546;;;;;;
15044;;1384;;;;;;
2617;;1446;;;;;;
1406;;1019;;;;;;
2546;;6286;;;;;;
1041;;3489;;;;;;
1281;;12945;;;;;;
1082;;3508;;;;;;
1148;;2166;;;;;;
3097;;3135;;;;;;
3084;;2098;;;;;;
1808;;2487;;;;;;
957;;142;;;;;;
1390;;1498;;;;;;
1798;;2006;;;;;;
692;;497;;;;;;
2952;;1315;;;;;;
5151;;4098;;;;;;
1540;;1107;;;;;;
1761;;895;;;;;;
868;;1032;;;;;;
1098;;1498;;;;;;
1384;;1396;;;;;;
2077;;1384;;;;;;
3465;;809;;;;;;
2065;;1789;;;;;;
3506;;1684;;;;;;
3497;;1109;;;;;;
1382;;668;;;;;;
3414;;2448;;;;;;
2079;;1473;;;;;;
315;;2756;;;;;;
5003;;1384;;;;;;
719;;3027;;;;;;
918;;579;;;;;;
3316;;2258;;;;;;
2119;;1079;;;;;;
876;;1029;;;;;;
2853;;1274;;;;;;
3386;;7470;;;;;;
1865;;1116;;;;;;
1038;;2547;;;;;;
644;;4092;;;;;;
989;;968;;;;;;
10445;;2732;;;;;;
3288;;1098;;;;;;
2233;;833;;;;;;
8124;;1718;;;;;;
2871;;2079;;;;;;
2163;;1810;;;;;;
939;;1932;;;;;;
1138;;2299;;;;;;
665;;11099;;;;;;
2422;;1184;;;;;;
1150;;808;;;;;;
25275;;408;;;;;;
2273;;4225;;;;;;
2989;;1396;;;;;;
2935;;7765;;;;;;
3049;;9899;;;;;;
4911;;338;;;;;;
1098;;2108;;;;;;
3993;;1341;;;;;;
5890;;1061;;;;;;
2326;;2863;;;;;;
4489;;4758;;;;;;
1148;;1379;;;;;;
1858;;748;;;;;;
1269;;2160;;;;;;
2146;;3829;;;;;;
1553;;3929;;;;;;
4728;;787;;;;;;
3000;;1037;;;;;;
2397;;2248;;;;;;
1372;;3384;;;;;;
4135;;2594;;;;;;
1934;;2458;;;;;;
1979;;3025;;;;;;
2999;;1970;;;;;;
5949;;1614;;;;;;
3373;;1999;;;;;;
1657;;4480;;;;;;
1148;;550;;;;;;
1394;;578;;;;;;
3455;;6115;;;;;;
1947;;773;;;;;;
1385;;568;;;;;;
3665;;798;;;;;;
2274;;2306;;;;;;
2231;;962;;;;;;
1438;;876;;;;;;
1968;;1618;;;;;;
1798;;939;;;;;;
7691;;1094;;;;;;
2846;;5479;;;;;;
563;;3468;;;;;;
759;;1148;;;;;;
1478;;3228;;;;;;
3049;;17098;;;;;;
4401;;778;;;;;;
3350;;1579;;;;;;
3919;;1084;;;;;;
4844;;7153;;;;;;
1905;;1132;;;;;;
4929;;3686;;;;;;
877;;13098;;;;;;
1874;;3609;;;;;;
2999;;584;;;;;;
3096;;1949;;;;;;
1504;;1687;;;;;;
1148;;6978;;;;;;
2139;;931;;;;;;
1154;;617;;;;;;
3082;;721;;;;;;
1882;;507;;;;;;
4113;;2177;;;;;;
2968;;939;;;;;;
4697;;3089;;;;;;
2287;;566;;;;;;
1258;;2207;;;;;;
3224;;3398;;;;;;
4484;;2207;;;;;;
399;;1814;;;;;;
928;;1625;;;;;;
2901;;2049;;;;;;
2206;;804;;;;;;
1798;;1608;;;;;;
2197;;512;;;;;;
3897;;411;;;;;;
4518;;4034;;;;;;
889;;916;;;;;;
2264;;1589;;;;;;
3322;;2427;;;;;;
2147;;1056;;;;;;
1244;;599;;;;;;
1023;;2713;;;;;;
889;;785;;;;;;
2003;;3508;;;;;;
889;;1959;;;;;;
2875;;1728;;;;;;
796;;3213;;;;;;
3358;;2819;;;;;;
1088;;3525;;;;;;
1449;;3418;;;;;;
1798;;2136;;;;;;
1597;;2772;;;;;;
1843;;334;;;;;;
1193;;899;;;;;;
1997;;441;;;;;;
1599;;559;;;;;;
1138;;960;;;;;;
1148;;1147;;;;;;
8693;;1648;;;;;;
3624;;1349;;;;;;
3028;;1648;;;;;;
2809;;1956;;;;;;
1915;;1047;;;;;;
2532;;1529;;;;;;
3784;;1216;;;;;;
2049;;2618;;;;;;
2707;;398;;;;;;
1275;;1519;;;;;;
3196;;788;;;;;;
3247;;1548;;;;;;
1507;;1498;;;;;;
858;;1559;;;;;;
946;;676;;;;;;
3134;;1055;;;;;;
2683;;6470;;;;;;
3859;;709;;;;;;
3325;;2151;;;;;;
2978;;984;;;;;;
1296;;1458;;;;;;
3045;;986;;;;;;
4845;;1498;;;;;;
2612;;814;;;;;;
2194;;4960;;;;;;
2158;;1498;;;;;;
796;;709;;;;;;
4205;;515;;;;;;
2447;;423;;;;;;
2949;;712;;;;;;
2342;;1557;;;;;;
3192;;868;;;;;;
1324;;2473;;;;;;
1403;;1766;;;;;;
1828;;3548;;;;;;
1428;;2397;;;;;;
2123;;698;;;;;;
2688;;10948;;;;;;
1807;;2409;;;;;;
468;;1798;;;;;;
563;;5029;;;;;;
1705;;1190;;;;;;
1725;;1626;;;;;;
669;;925;;;;;;
5598;;1202;;;;;;
1098;;3831;;;;;;
4749;;938;;;;;;
468;;516;;;;;;
1324;;2105;;;;;;
4570;;748;;;;;;
546;;698;;;;;;
2527;;1050;;;;;;
1262;;1889;;;;;;
4117;;1628;;;;;;
3397;;1498;;;;;;
3448;;1698;;;;;;
2099;;573;;;;;;
989;;419;;;;;;
3229;;4508;;;;;;
2369;;2125;;;;;;
3627;;718;;;;;;
1499;;1062;;;;;;
4105;;1039;;;;;;
1021;;1068;;;;;;
1170;;3959;;;;;;
4760;;640;;;;;;
1443;;3124;;;;;;
3504;;1648;;;;;;
6516;;587;;;;;;
3903;;2588;;;;;;
3443;;4786;;;;;;
2005;;5164;;;;;;
5370;;1938;;;;;;
1302;;3138;;;;;;
1098;;1108;;;;;;
7612;;744;;;;;;
3981;;384;;;;;;
1667;;1647;;;;;;
1655;;1402;;;;;;
2213;;1060;;;;;;
2497;;3330;;;;;;
8324;;1374;;;;;;
2873;;948;;;;;;
3612;;468;;;;;;
6044;;1789;;;;;;
2147;;1029;;;;;;
2230;;4430;;;;;;
9589;;1029;;;;;;
10476;;829;;;;;;
9542;;2148;;;;;;
3170;;3479;;;;;;
2018;;2443;;;;;;
2078;;2548;;;;;;
1138;;713;;;;;;
1443;;11049;;;;;;
549;;1763;;;;;;
3567;;1149;;;;;;
826;;344;;;;;;
2197;;1326;;;;;;
2029;;5555;;;;;;
1906;;848;;;;;;
2433;;2046;;;;;;
841;;1093;;;;;;
2781;;796;;;;;;
1982;;1286;;;;;;
934;;459;;;;;;
1898;;1472;;;;;;
2197;;569;;;;;;
4129;;1173;;;;;;
1440;;1376;;;;;;
1689;;1494;;;;;;
1549;;2268;;;;;;
1053;;1060;;;;;;
1200;;379;;;;;;
4087;;448;;;;;;
4184;;1348;;;;;;
1929;;3608;;;;;;
2616;;6464;;;;;;
939;;5496;;;;;;
5545;;3064;;;;;;
3859;;1500;;;;;;
995;;2308;;;;;;
1108;;799;;;;;;
2312;;2632;;;;;;
1801;;408;;;;;;
2405;;1232;;;;;;
4637;;1169;;;;;;
3284;;306;;;;;;
929;;1407;;;;;;
907;;2874;;;;;;
3015;;2781;;;;;;
2568;;128;;;;;;
2830;;2926;;;;;;
2161;;1668;;;;;;
3304;;734;;;;;;
1956;;1118;;;;;;
5113;;1148;;;;;;
3447;;393;;;;;;
2582;;1338;;;;;;
2086;;1379;;;;;;
3477;;2548;;;;;;
2905;;1348;;;;;;
3889;;1308;;;;;;
2279;;1589;;;;;;
2925;;889;;;;;;
1262;;1173;;;;;;
3799;;2649;;;;;;
1800;;1466;;;;;;
2485;;627;;;;;;
1768;;556;;;;;;
3196;;732;;;;;;
1530;;2098;;;;;;
1374;;1784;;;;;;
999;;2442;;;;;;
3277;;1085;;;;;;
7092;;404;;;;;;
2376;;1238;;;;;;
2999;;398;;;;;;
4001;;1589;;;;;;
2792;;2959;;;;;;
1156;;3701;;;;;;
386;;1868;;;;;;
859;;898;;;;;;
4630;;554;;;;;;
2347;;3383;;;;;;
2497;;5127;;;;;;
2447;;1629;;;;;;
1198;;372;;;;;;
2147;;1433;;;;;;
626;;1219;;;;;;
2287;;826;;;;;;
2427;;1908;;;;;;
3108;;1029;;;;;;
2599;;579;;;;;;
2189;;2409;;;;;;
2294;;1244;;;;;;
331;;1818;;;;;;
2364;;1293;;;;;;
2418;;809;;;;;;
1748;;1446;;;;;;
1296;;1424;;;;;;
4277;;1356;;;;;;
3637;;752;;;;;;
519;;4881;;;;;;
4788;;5068;;;;;;
161;;1489;;;;;;
3126;;1378;;;;;;
1380;;1348;;;;;;
988;;981;;;;;;
2029;;3653;;;;;;
1778;;682;;;;;;
429;;719;;;;;;
2612;;606;;;;;;
2241;;2649;;;;;;
1409;;1519;;;;;;
1678;;2270;;;;;;
3814;;647;;;;;;
901;;3339;;;;;;
2647;;5399;;;;;;
653;;1367;;;;;;
1169;;5728;;;;;;
3990;;3547;;;;;;
2932;;2706;;;;;;
2403;;4799;;;;;;
997;;1774;;;;;;
369;;1779;;;;;;
2179;;3798;;;;;;
2270;;529;;;;;;
1932;;415;;;;;;
1499;;1683;;;;;;
1471;;1559;;;;;;
2173;;508;;;;;;
2096;;1960;;;;;;
3249;;1743;;;;;;
1098;;2277;;;;;;
3807;;559;;;;;;
2404;;10636;;;;;;
3529;;483;;;;;;
5260;;637;;;;;;
2035;;1866;;;;;;
1014;;2479;;;;;;
3109;;4946;;;;;;
3874;;408;;;;;;
2204;;1041;;;;;;
1437;;779;;;;;;
8354;;2148;;;;;;
2155;;587;;;;;;
4009;;3248;;;;;;
517;;1179;;;;;;
1599;;1488;;;;;;
2957;;1038;;;;;;
800;;1062;;;;;;
1299;;5072;;;;;;
2147;;844;;;;;;
1011;;1115;;;;;;
1321;;1314;;;;;;
3048;;1670;;;;;;
2444;;2038;;;;;;
1499;;1829;;;;;;
3630;;1288;;;;;;
1861;;2363;;;;;;
1098;;957;;;;;;
3887;;2409;;;;;;
5248;;1044;;;;;;
1548;;2198;;;;;;
3799;;761;;;;;;
2976;;1681;;;;;;
964;;2696;;;;;;
1860;;687;;;;;;
2970;;428;;;;;;
4231;;376;;;;;;
1248;;5008;;;;;;
1344;;892;;;;;;
1685;;2548;;;;;;
1879;;3399;;;;;;
1905;;2298;;;;;;
1726;;1296;;;;;;
2546;;1500;;;;;;
1612;;2847;;;;;;
1870;;617;;;;;;
1399;;1749;;;;;;
922;;901;;;;;;
2747;;653;;;;;;
2147;;979;;;;;;
3447;;1351;;;;;;
1719;;943;;;;;;
827;;1446;;;;;;
3320;;1079;;;;;;
2369;;2341;;;;;;
2102;;746;;;;;;
2997;;948;;;;;;
3079;;1982;;;;;;
2544;;5154;;;;;;
5474;;942;;;;;;
3124;;696;;;;;;
4052;;508;;;;;;
1094;;1386;;;;;;
3636;;379;;;;;;
545;;2087;;;;;;
2503;;731;;;;;;
532;;1119;;;;;;
2766;;2258;;;;;;
1164;;1066;;;;;;
4136;;683;;;;;;
1938;;1489;;;;;;
6906;;3513;;;;;;
2302;;1039;;;;;;
6849;;3652;;;;;;
2881;;1997;;;;;;
232;;3334;;;;;;
609;;288;;;;;;
1893;;540;;;;;;
1201;;1435;;;;;;
2074;;894;;;;;;
3709;;1063;;;;;;
895;;997;;;;;;
1808;;589;;;;;;
1646;;2099;;;;;;
1312;;1428;;;;;;
1725;;358;;;;;;
1048;;612;;;;;;
2756;;6037;;;;;;
1866;;548;;;;;;
1932;;1436;;;;;;
50009;;2209;;;;;;
1677;;2004;;;;;;
1088;;667;;;;;;
707;;5338;;;;;;
2027;;2908;;;;;;
2197;;594;;;;;;
3447;;1218;;;;;;
2354;;5568;;;;;;
1608;;1631;;;;;;
1026;;3932;;;;;;
1342;;1939;;;;;;
3569;;1757;;;;;;
1816;;1473;;;;;;
328;;1715;;;;;;
2002;;673;;;;;;
2592;;2378;;;;;;
798;;2828;;;;;;
2027;;653;;;;;;
4430;;1067;;;;;;
2174;;1973;;;;;;
844;;2098;;;;;;
2048;;4709;;;;;;
1436;;249;;;;;;
